f_phasing,altitude_plane_1_km,inclination_plane_1_deg,high_q_plane_1,med_q_plane_1,low_q_plane_1,altitude_plane_2_km,inclination_plane_2_deg,high_q_plane_2,med_q_plane_2,low_q_plane_2,altitude_plane_3_km,inclination_plane_3_deg,high_q_plane_3,med_q_plane_3,low_q_plane_3,altitude_plane_4_km,inclination_plane_4_deg,high_q_plane_4,med_q_plane_4,low_q_plane_4,altitude_plane_5_km,inclination_plane_5_deg,high_q_plane_5,med_q_plane_5,low_q_plane_5,altitude_plane_6_km,inclination_plane_6_deg,high_q_plane_6,med_q_plane_6,low_q_plane_6,altitude_plane_7_km,inclination_plane_7_deg,high_q_plane_7,med_q_plane_7,low_q_plane_7,altitude_plane_8_km,inclination_plane_8_deg,high_q_plane_8,med_q_plane_8,low_q_plane_8,altitude_plane_9_km,inclination_plane_9_deg,high_q_plane_9,med_q_plane_9,low_q_plane_9,altitude_plane_10_km,inclination_plane_10_deg,high_q_plane_10,med_q_plane_10,low_q_plane_10,total_system_cost_usd,mean_revisit_time_hr,mean_achieved_quality
3,745.32,48.47,6,6,6,408.23,70.18,8,1,7,604.36,41.59,11,4,3,349.72,26.4,2,8,6,702.85,57.66,7,9,2,556.44,35.8,0,0,2,376.42,62.42,7,8,5,649.93,62.19,1,1,2,665.41,87.22,5,1,3,-1.0,-1.0,-1,-1,-1,694300000.0,1.0484,0.3404
1,621.42,62.86,4,6,3,559.97,39.13,0,8,7,549.22,51.66,1,1,3,311.89,60.39,5,7,7,693.17,44.94,6,3,2,675.58,27.82,0,1,2,416.17,66.5,4,3,2,362.61,36.44,5,3,6,450.05,84.2,2,3,15,-1.0,-1.0,-1,-1,-1,493975000.0,1.5795,0.3856
2,644.01,83.63,0,0,2,684.03,85.01,8,0,5,684.67,66.37,0,0,2,506.25,49.97,1,3,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,121675000.0,3.3268,0.3046
0,608.0,52.9,2,7,9,654.22,82.92,0,6,7,758.66,67.31,4,3,8,425.0,53.33,2,0,3,609.97,71.4,0,0,2,593.16,27.17,1,4,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,224350000.0,2.4846,0.2753
0,421.42,33.78,11,6,3,684.79,51.64,4,1,5,484.47,47.51,3,3,6,550.73,76.66,10,7,3,547.26,53.94,7,3,9,634.69,36.99,0,3,9,430.17,82.42,3,2,5,635.52,59.77,0,3,16,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,591800000.0,1.6102,0.3611
2,427.91,96.63,2,0,3,373.67,62.48,2,7,4,599.69,95.06,0,0,2,683.11,63.08,0,8,11,541.19,37.63,5,5,4,606.77,60.91,6,6,5,379.89,44.77,1,0,3,322.03,28.36,5,2,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,388100000.0,1.6595,0.3509
0,489.35,61.54,5,0,4,413.39,36.0,0,5,12,354.4,49.43,3,3,7,775.69,88.82,2,7,3,336.81,87.37,5,3,4,653.61,67.11,1,1,3,502.58,60.78,2,8,7,731.14,35.89,6,4,5,583.71,81.6,0,5,6,384.95,46.9,5,6,3,554200000.0,1.4156,0.3415
2,355.74,49.45,1,0,2,504.97,54.55,1,1,3,767.39,58.49,0,7,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,67450000.0,6.1752,0.2592
3,415.58,78.57,7,0,11,488.81,57.29,0,2,3,499.76,65.16,1,8,4,658.67,54.69,7,5,8,723.15,70.52,3,5,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,318150000.0,2.0829,0.3241
2,532.4,56.12,3,5,6,699.79,68.51,0,6,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,91625000.0,6.0159,0.302
3,328.21,35.22,0,6,9,765.28,44.9,6,0,2,609.67,32.73,3,4,3,449.78,33.34,8,3,5,407.8,59.91,3,5,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,316450000.0,2.0091,0.3602
0,445.59,71.37,3,0,4,313.23,28.25,3,8,8,637.17,78.63,6,2,11,500.67,69.83,3,3,9,562.65,78.44,2,3,5,476.5,94.05,5,3,2,593.3,84.61,1,2,1,756.1,35.68,2,2,4,300.89,31.18,2,2,14,-1.0,-1.0,-1,-1,-1,469775000.0,2.2163,0.3542
0,609.16,90.3,2,7,11,303.57,56.19,4,1,5,546.47,54.0,6,3,7,642.69,66.42,6,8,6,556.94,46.66,0,1,2,405.6,59.08,2,7,3,461.39,25.78,7,5,6,578.24,94.38,3,5,3,310.05,58.84,2,4,4,-1.0,-1.0,-1,-1,-1,569975000.0,1.6278,0.3536
3,688.71,42.98,6,4,2,435.43,96.44,3,0,3,326.95,77.34,3,3,5,742.18,45.9,1,3,4,699.07,53.89,6,0,9,637.71,48.38,2,6,9,643.07,37.28,1,0,3,744.53,92.59,2,6,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,400300000.0,1.7338,0.303
2,602.81,73.88,1,5,5,554.43,46.29,3,1,3,504.69,73.33,2,0,5,315.72,27.77,3,1,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,149025000.0,6.1569,0.3532
1,577.52,91.12,6,3,7,480.29,54.83,2,8,9,323.44,55.99,3,4,3,771.17,71.07,1,4,3,481.87,73.99,4,0,6,518.88,82.45,5,2,7,616.66,27.36,3,0,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,391525000.0,2.5269,0.3513
2,305.23,37.74,3,6,8,620.74,69.04,0,0,2,784.97,59.77,2,3,8,303.02,33.79,1,3,3,636.52,30.61,1,2,1,333.29,42.69,0,2,10,782.87,34.49,4,3,4,327.8,82.24,1,0,3,505.95,97.69,2,9,7,557.4,68.81,3,6,5,393550000.0,1.7792,0.3205
2,417.08,82.75,0,4,7,537.59,26.27,6,6,8,347.83,95.65,1,0,2,546.66,42.46,6,4,7,376.26,63.37,2,2,2,749.07,78.57,2,1,2,718.53,63.86,3,2,4,302.72,45.12,0,7,13,717.11,39.85,1,2,1,-1.0,-1.0,-1,-1,-1,402050000.0,2.0073,0.3392
1,417.08,76.62,7,0,9,370.78,89.04,5,6,7,702.71,66.71,3,3,6,385.84,87.18,7,10,3,755.45,87.0,10,3,7,690.94,81.86,3,4,7,606.95,63.37,4,3,11,394.51,96.67,2,8,9,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,664325000.0,1.2129,0.338
1,787.32,73.4,2,1,3,548.88,59.67,1,2,3,620.67,47.44,1,11,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,115800000.0,4.4772,0.2889
3,303.7,54.5,4,4,2,407.31,81.58,1,2,7,415.0,78.02,9,3,1,489.01,59.31,1,8,11,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,256425000.0,4.2989,0.4337
3,494.42,28.92,13,1,2,677.2,55.4,0,7,10,546.97,42.7,0,17,2,305.28,40.93,2,8,6,300.5,39.86,0,2,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,330675000.0,2.9606,0.3647
3,695.74,52.48,12,3,4,597.0,66.12,8,3,8,646.05,57.27,2,0,4,617.49,26.72,3,1,3,774.15,64.81,3,6,9,691.5,73.36,7,7,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,489300000.0,1.0654,0.2903
3,316.69,56.7,3,1,2,733.69,27.49,2,5,4,473.89,32.64,3,11,5,519.39,88.65,8,5,5,676.08,63.4,1,4,13,648.41,57.87,9,4,2,582.62,89.45,5,3,4,711.47,55.04,3,4,4,327.72,59.27,7,1,12,575.8,31.58,5,9,6,753725000.0,1.1501,0.3403
3,417.88,52.01,1,6,11,773.14,54.64,4,5,5,636.1,60.13,0,2,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,140525000.0,3.5483,0.2685
1,569.04,77.65,3,5,2,466.81,59.88,3,7,10,596.04,31.98,1,1,4,381.71,32.96,0,4,6,781.61,79.76,0,2,4,742.58,50.17,3,0,6,365.37,33.75,1,1,5,637.78,82.89,5,6,7,781.72,46.8,8,2,9,614.76,52.35,0,0,2,446750000.0,1.5247,0.3079
2,538.96,25.71,4,5,4,600.16,66.81,12,1,3,681.33,79.84,0,0,2,441.09,55.1,9,6,5,591.16,61.05,6,4,4,785.76,84.52,8,5,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,515825000.0,1.2273,0.3285
0,716.62,90.57,1,1,3,516.83,86.39,3,9,5,506.88,47.99,2,1,1,505.83,38.19,7,7,3,769.17,62.52,0,1,7,488.2,80.19,5,6,5,534.39,47.43,2,5,7,326.52,45.01,5,1,2,523.48,91.05,3,3,2,649.7,35.14,7,3,5,573375000.0,1.5282,0.3586
3,382.56,45.33,2,2,4,474.83,85.17,6,4,7,488.16,39.31,1,0,1,456.99,83.99,7,3,5,716.38,29.23,0,3,12,724.44,39.32,1,6,11,510.11,51.53,1,0,2,518.93,31.69,1,7,2,367.11,70.71,3,2,1,509.02,92.16,1,3,4,435450000.0,2.3143,0.3607
1,666.81,70.07,2,2,5,643.85,56.3,1,5,5,630.68,87.76,0,4,3,309.44,90.13,8,7,1,342.38,77.76,0,11,6,372.66,73.07,2,2,6,650.94,88.51,0,13,3,602.33,34.01,0,0,3,413.62,90.57,5,2,8,492.37,43.06,2,3,5,476875000.0,2.3074,0.367
0,454.03,83.11,2,4,6,562.44,44.42,0,0,4,397.32,92.35,1,8,11,653.64,90.83,8,2,8,736.45,63.1,2,2,3,517.13,69.53,9,3,4,630.41,30.8,1,4,5,628.29,70.07,0,5,3,448.82,67.06,6,8,6,-1.0,-1.0,-1,-1,-1,523250000.0,1.504,0.3524
2,564.29,54.55,2,0,4,521.83,80.08,4,6,2,362.65,80.21,7,3,7,554.33,90.24,4,2,3,598.11,41.61,4,4,4,305.61,27.61,5,9,6,461.92,70.34,1,9,8,558.81,53.06,5,2,13,321.75,88.94,0,0,2,489.03,78.2,1,1,9,576650000.0,1.8535,0.393
2,784.45,49.96,7,2,4,569.43,69.53,1,1,3,485.4,57.69,4,2,2,665.41,94.28,1,1,1,610.82,88.25,4,4,7,769.34,68.27,2,1,3,799.44,59.46,2,3,1,464.49,50.54,1,0,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,320450000.0,1.7325,0.2882
1,603.01,70.39,1,1,2,410.68,25.31,0,8,10,348.14,48.3,5,1,10,706.23,85.28,2,3,3,562.28,52.91,0,0,2,505.35,29.03,2,0,4,650.24,38.29,1,1,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,221650000.0,4.9249,0.3524
0,390.93,62.65,4,1,7,783.96,92.91,5,2,4,380.76,55.04,3,0,6,452.72,69.3,10,3,7,363.55,60.33,3,1,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,326975000.0,2.485,0.3898
2,349.43,46.79,7,3,6,561.92,37.62,3,1,6,540.4,85.06,5,9,5,596.06,68.38,1,1,1,489.21,25.89,8,4,5,439.1,77.37,7,2,11,733.26,80.21,1,4,1,433.04,91.13,1,4,5,544.71,80.35,1,2,12,-1.0,-1.0,-1,-1,-1,552850000.0,1.9657,0.383
2,573.82,89.3,4,3,10,392.04,32.96,0,4,7,312.59,42.0,0,1,1,581.94,26.04,5,2,3,612.84,59.78,9,7,3,579.26,27.49,3,2,12,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,349425000.0,2.1105,0.3364
0,679.23,84.12,4,5,6,474.7,49.98,2,3,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,110000000.0,6.165,0.3084
0,715.24,83.09,6,8,4,614.81,85.67,2,4,4,517.41,82.09,2,2,4,407.79,91.18,0,0,2,426.16,27.17,1,2,5,666.54,54.14,1,12,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,271050000.0,2.3752,0.2944
0,700.17,77.34,2,3,4,424.94,60.6,0,1,10,516.22,55.02,1,8,9,542.65,94.11,4,0,4,518.87,84.59,8,3,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,262125000.0,3.2672,0.3521
2,664.93,49.01,1,0,1,586.07,43.01,1,3,7,394.44,74.65,5,9,2,711.62,26.84,0,0,3,549.77,33.41,11,4,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,275300000.0,3.1444,0.384
3,751.65,89.28,13,3,2,495.3,51.7,4,4,1,709.6,96.77,2,0,4,394.04,27.91,5,3,5,765.35,29.42,3,8,6,357.55,31.69,3,6,7,405.66,52.69,0,0,2,797.41,94.85,1,0,2,333.08,88.1,0,0,3,362.37,66.57,15,3,2,635575000.0,1.4455,0.3324
0,500.3,76.71,1,7,6,548.18,52.41,5,3,5,756.62,80.51,3,0,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,158300000.0,4.7421,0.3237
1,764.13,83.71,1,0,1,618.26,82.88,4,4,1,386.26,30.4,3,1,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,110375000.0,7.172,0.3271
2,535.15,68.88,2,4,13,779.83,62.68,12,7,1,588.61,33.37,7,3,8,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,307100000.0,1.2047,0.283
3,731.78,48.14,1,4,7,379.98,61.46,5,1,1,429.84,50.09,0,1,3,608.07,35.97,6,9,2,646.27,35.34,4,1,9,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,264100000.0,2.1156,0.3453
2,484.82,40.62,2,6,5,778.4,70.82,1,1,1,780.76,65.16,0,1,3,755.21,33.46,0,7,5,301.04,93.55,4,3,5,381.59,89.27,1,0,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,190350000.0,3.7142,0.3177
0,737.03,52.42,3,1,4,563.6,88.03,0,0,3,471.1,40.92,4,0,2,649.84,63.83,5,2,11,335.07,74.3,4,1,6,471.31,30.31,0,0,3,631.36,79.22,3,6,4,454.84,44.85,3,4,2,315.6,26.71,1,8,9,669.25,66.55,4,0,13,455850000.0,1.6736,0.3303
0,677.94,81.83,9,2,5,426.44,69.15,1,1,4,401.39,25.84,1,1,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,147850000.0,4.2462,0.3142
1,725.8,95.52,0,0,2,449.19,67.88,0,0,2,650.51,73.71,1,0,4,488.75,59.06,3,7,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,85375000.0,5.9521,0.3676
3,734.11,34.14,3,1,5,427.85,80.25,5,10,4,447.17,72.89,2,3,6,620.78,72.21,8,0,2,693.81,51.48,10,4,2,632.63,80.16,0,7,11,602.87,88.84,4,1,6,415.42,29.55,1,1,6,446.31,53.77,0,1,7,332.43,80.49,0,3,5,549825000.0,1.5294,0.3295
3,744.49,83.43,0,2,18,449.52,96.77,1,4,2,330.03,38.4,2,11,3,685.1,81.73,1,3,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,163800000.0,4.5347,0.358
1,656.03,58.34,0,0,2,719.5,78.9,2,2,9,731.32,36.56,4,5,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,113625000.0,3.0237,0.2661
3,602.18,93.18,0,0,3,417.63,63.36,0,1,1,476.54,61.45,3,3,2,477.01,46.08,10,1,9,572.24,89.5,1,0,2,520.4,73.15,2,11,4,313.16,53.55,5,0,6,702.84,29.42,6,2,6,316.23,89.37,0,1,4,-1.0,-1.0,-1,-1,-1,412475000.0,2.3397,0.3753
2,783.95,52.49,5,5,2,424.93,88.4,2,7,1,794.83,42.09,1,0,2,333.73,71.59,2,0,4,698.81,38.39,0,0,5,591.47,60.03,1,7,11,402.68,28.9,3,1,5,789.99,56.65,1,1,2,635.99,89.44,5,10,5,481.56,83.11,0,2,1,400025000.0,1.682,0.299
2,759.59,83.57,2,1,3,415.76,78.3,2,3,1,650.82,89.91,4,3,6,374.0,76.4,0,1,2,303.19,72.86,1,6,8,641.86,72.84,9,1,6,510.36,40.22,4,8,7,416.08,32.94,3,2,6,407.07,78.8,1,4,5,-1.0,-1.0,-1,-1,-1,454325000.0,1.7863,0.3436
3,539.57,86.72,3,14,2,379.87,25.62,0,2,4,694.49,91.4,4,5,5,326.32,97.22,0,1,2,542.74,90.75,4,2,4,778.44,71.54,2,1,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,267375000.0,2.3826,0.3122
3,374.22,85.37,0,1,2,715.41,69.96,0,7,2,347.03,35.88,5,8,2,395.19,29.59,4,2,5,581.17,87.67,2,6,4,712.47,86.23,4,3,13,784.57,69.52,5,7,4,319.87,33.28,0,1,18,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,426875000.0,1.5556,0.3024
0,576.72,90.3,5,2,1,548.51,62.6,13,1,6,515.4,86.35,8,5,3,549.02,26.02,3,5,8,382.44,71.92,1,6,1,417.81,81.83,1,1,3,434.98,87.46,2,2,4,685.41,31.37,6,5,5,670.84,70.87,1,5,3,-1.0,-1.0,-1,-1,-1,594700000.0,1.3519,0.3588
2,365.9,26.13,3,2,6,329.73,90.85,4,6,1,516.1,84.68,0,10,8,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,169250000.0,8.5751,0.446
2,637.65,46.04,4,2,6,441.89,66.13,9,0,2,691.28,27.46,0,0,2,425.49,31.49,1,3,5,673.41,59.88,1,2,3,475.46,58.6,0,4,5,551.1,40.12,0,2,3,613.18,69.96,3,2,9,461.08,65.7,3,0,5,448.05,93.9,2,2,5,375625000.0,2.3057,0.368
0,369.69,62.03,0,1,3,737.28,40.09,1,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,22125000.0,8.0039,0.3088
2,596.98,77.57,0,0,2,599.52,28.95,2,1,4,615.1,90.63,1,8,11,710.72,87.26,1,2,5,346.89,80.5,1,3,3,328.87,37.63,6,3,6,780.38,55.05,1,3,5,631.97,31.84,0,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,264400000.0,3.2174,0.3489
1,639.22,25.97,5,3,10,437.53,34.53,4,5,2,439.55,50.81,1,0,8,675.59,46.43,1,2,6,507.33,86.91,1,0,5,531.46,71.98,2,1,3,306.6,74.81,0,2,6,524.89,42.52,3,2,11,662.03,83.12,2,2,2,597.39,71.18,2,1,14,393350000.0,2.4908,0.3455
1,468.83,40.35,2,2,3,381.59,37.87,2,0,4,431.69,80.18,1,0,7,759.44,58.98,7,1,2,412.26,86.15,1,2,3,570.06,71.53,3,6,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,245025000.0,2.1206,0.3177
0,759.02,39.78,1,1,2,309.79,86.14,4,0,9,477.97,90.7,6,4,8,358.08,55.17,1,1,1,551.96,59.81,14,0,6,666.89,68.08,2,0,3,696.96,54.5,4,1,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,406475000.0,1.7856,0.3603
2,519.71,58.21,4,3,7,692.68,75.55,2,0,2,563.43,90.87,7,11,2,395.12,94.8,1,2,4,406.3,94.26,5,4,4,726.84,37.36,10,1,9,431.89,75.21,4,7,6,461.91,46.08,7,2,2,668.2,78.45,3,7,2,512.99,51.95,3,5,4,709850000.0,1.1912,0.3412
2,725.6,29.51,6,2,4,551.97,52.02,3,3,2,604.79,79.72,1,1,2,357.76,78.29,1,5,12,695.49,48.1,6,2,10,514.36,37.54,5,1,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,331300000.0,2.269,0.3243
3,693.55,69.2,3,1,2,611.92,71.73,1,1,2,505.91,86.38,2,3,3,797.46,95.02,3,2,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,138175000.0,3.5537,0.2915
2,335.42,57.18,2,3,7,330.05,44.66,2,1,5,379.05,25.83,5,1,10,318.9,42.15,8,8,3,445.9,68.92,0,6,10,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,306875000.0,5.4539,0.5363
1,415.98,54.47,2,1,1,698.66,56.59,0,5,7,324.98,51.26,1,7,4,488.87,57.13,1,0,1,407.57,35.06,0,3,6,763.96,68.22,3,1,5,364.58,41.99,1,5,13,741.19,50.6,2,2,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,269700000.0,3.0598,0.307
0,392.41,57.26,8,2,1,690.36,41.4,0,0,2,732.11,88.15,1,1,2,462.59,35.12,3,3,5,519.2,54.58,3,1,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,204325000.0,4.9191,0.4112
1,390.18,43.25,0,6,9,652.13,56.39,5,8,2,684.79,85.38,0,0,3,447.58,57.24,12,1,5,376.49,86.99,1,2,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,291825000.0,3.0475,0.372
2,754.35,93.74,0,0,2,575.44,80.23,0,6,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,32500000.0,13.9318,0.2943
0,349.34,86.96,1,0,1,500.28,29.53,7,1,2,362.9,77.15,10,1,6,492.83,69.99,1,2,10,455.62,34.36,0,0,7,364.88,90.6,0,2,5,323.73,31.37,0,1,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,273225000.0,5.4964,0.4692
1,564.53,36.73,3,1,7,620.51,88.25,0,0,3,737.98,42.27,2,2,14,744.33,79.45,9,7,4,727.09,93.87,1,0,2,373.8,88.43,0,1,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,248725000.0,1.9171,0.2772
0,351.26,71.11,6,7,6,504.1,38.56,6,5,5,661.99,90.68,5,5,7,723.22,93.37,6,9,3,748.75,92.54,0,0,2,680.4,46.22,8,4,8,703.26,56.32,0,5,7,478.24,38.05,9,2,1,543.86,88.44,2,1,4,344.82,60.35,0,0,2,657000000.0,1.1475,0.3362
